都道府県コード,市区町村コード,都道府県名,市区町村名,人口_総数,人口_男,人口_女
45,45404,宮崎県,木城町,4895,2250,2645
45,45405,宮崎県,川南町,15194,7147,8047
45,45406,宮崎県,都農町,9906,4677,5229
45,45421,宮崎県,門川町,17379,8276,9103
45,45429,宮崎県,諸塚村,1486,725,761
45,45430,宮崎県,椎葉村,2503,1268,1235
45,45431,宮崎県,美郷町,4826,2337,2489
45,45441,宮崎県,高千穂町,11642,5604,6038
45,45442,宮崎県,日之影町,3635,1745,1890
45,45443,宮崎県,五ヶ瀬町,3472,1697,1775
46,46000,鹿児島県,鹿児島県,1588256,748306,839950
46,46201,鹿児島県,鹿児島市,593128,276130,316998
46,46203,鹿児島県,鹿屋市,101096,48390,52706
46,46204,鹿児島県,枕崎市,20033,9178,10855
46,46206,鹿児島県,阿久根市,19270,9064,10206
46,46208,鹿児島県,出水市,51994,24237,27757
46,46210,鹿児島県,指宿市,39011,18107,20904
46,46213,鹿児島県,西之表市,14708,7049,7659
46,46214,鹿児島県,垂水市,13819,6397,7422
46,46215,鹿児島県,薩摩川内市,92403,44570,47833
46,46216,鹿児島県,日置市,47153,22167,24986
46,46217,鹿児島県,曽於市,33310,15556,17754
46,46218,鹿児島県,霧島市,123135,58976,64159
46,46219,鹿児島県,いちき串木野市,27490,12742,14748
46,46220,鹿児島県,南さつま市,32887,15107,17780
46,46221,鹿児島県,志布志市,29329,13998,15331
46,46222,鹿児島県,奄美市,41390,19778,21612
46,46223,鹿児島県,南九州市,33080,15447,17633
46,46224,鹿児島県,伊佐市,24453,11327,13126
46,46225,鹿児島県,姶良市,76348,35748,40600
46,46303,鹿児島県,三島村,405,191,214
46,46304,鹿児島県,十島村,740,412,328
46,46392,鹿児島県,さつま町,20243,9439,10804
46,46404,鹿児島県,長島町,9705,4706,4999
46,46452,鹿児島県,湧水町,9119,4403,4716
46,46468,鹿児島県,大崎町,12385,5868,6517
46,46482,鹿児島県,東串良町,6237,2946,3291
46,46490,鹿児島県,錦江町,6944,3259,3685
46,46491,鹿児島県,南大隅町,6481,3078,3403
46,46492,鹿児島県,肝付町,14227,6982,7245
46,46501,鹿児島県,中種子町,7539,3549,3990
46,46502,鹿児島県,南種子町,5445,2726,2719
46,46505,鹿児島県,屋久島町,11858,5800,6058
46,46523,鹿児島県,大和村,1364,673,691
46,46524,鹿児島県,宇検村,1621,792,829
46,46525,鹿児島県,瀬戸内町,8546,4215,4331
46,46527,鹿児島県,龍郷町,5817,2812,3005
46,46529,鹿児島県,喜界町,6629,3255,3374
46,46530,鹿児島県,徳之島町,10147,4967,5180
46,46531,鹿児島県,天城町,5517,2788,2729
46,46532,鹿児島県,伊仙町,6139,3074,3065
46,46533,鹿児島県,和泊町,6246,3081,3165
46,46534,鹿児島県,知名町,5750,2862,2888
46,46535,鹿児島県,与論町,5115,2460,2655
47,47000,沖縄県,沖縄県,1467480,722812,744668
47,47201,沖縄県,那覇市,317625,154042,163583
47,47205,沖縄県,宜野湾市,100125,48826,51299
47,47207,沖縄県,石垣市,47637,24001,23636
47,47208,沖縄県,浦添市,115690,55977,59713
47,47209,沖縄県,名護市,63554,31606,31948
47,47210,沖縄県,糸満市,61007,30707,30300
47,47211,沖縄県,沖縄市,142752,69489,73263
47,47212,沖縄県,豊見城市,64612,31465,33147
47,47213,沖縄県,うるま市,125303,63049,62254
47,47214,沖縄県,宮古島市,52931,26481,26450
47,47215,沖縄県,南城市,44043,22164,21879
47,47301,沖縄県,国頭村,4517,2317,2200
47,47302,沖縄県,大宜味村,3092,1640,1452
47,47303,沖縄県,東村,1598,884,714
47,47306,沖縄県,今帰仁村,8894,4466,4428
47,47308,沖縄県,本部町,12530,6337,6193
47,47311,沖縄県,恩納村,10869,5497,5372
47,47313,沖縄県,宜野座村,5833,2907,2926
47,47314,沖縄県,金武町,10806,5371,5435
47,47315,沖縄県,伊江村,4118,2074,2044
47,47324,沖縄県,読谷村,41206,20242,20964
47,47325,沖縄県,嘉手納町,13521,6561,6960
47,47326,沖縄県,北谷町,28201,13483,14718
47,47327,沖縄県,北中城村,17969,8667,9302
47,47328,沖縄県,中城村,22157,11036,11121
47,47329,沖縄県,西原町,34984,17647,17337
47,47348,沖縄県,与那原町,19695,9554,10141
47,47350,沖縄県,南風原町,40440,19825,20615
47,47353,沖縄県,渡嘉敷村,718,387,331
47,47354,沖縄県,座間味村,892,486,406
47,47355,沖縄県,粟国村,683,384,299
47,47356,沖縄県,渡名喜村,346,206,140
47,47357,沖縄県,南大東村,1285,744,541
47,47358,沖縄県,北大東村,590,367,223
47,47359,沖縄県,伊平屋村,1126,607,519
47,47360,沖縄県,伊是名村,1322,718,604
47,47361,沖縄県,久米島町,7192,3823,3369
47,47362,沖縄県,八重瀬町,30941,15244,15697
47,47375,沖縄県,多良間村,1058,575,483
47,47381,沖縄県,竹富町,3942,2033,1909
47,47382,沖縄県,与那国町,1676,923,753
